slug,name_zh,name_en,desc_zh,desc_en,category,category_zh,category_en,url,detail_url,tags,monthly_visits
"starryai","StarryAI","StarryAI","主打「上传一张图，AI 把它变成你想象的样子」的 AI 生图工具，支持文字与图片生成图像与视频，官网强调社区驱动与移动端随时创作。","AI image tool built around turning an uploaded image into what you imagine, with text and image prompts for both images and video, plus mobile creation.","image-create","图像生成与编辑","Image Generation & Editing","https://www.starryai.com/","https://topxai.cn/ai/starryai","AI生图 / 图生图 / 移动端创作","276224"
"tencent-hunyuan","腾讯混元","腾讯混元","腾讯自研的多模态大模型产品体系，图像方向提供混元生图等能力，支持中文提示词理解与可控出图，可通过开放接口与云服务接入，面向内容创作、营销物料与品牌设计场景。","","image-create","图像生成与编辑","Image Generation & Editing","https://hunyuan.tencent.com/","https://topxai.cn/ai/tencent-hunyuan","文生图 / 多模态 / 腾讯自研","1522361"
"tensor-art","Tensor.Art","Tensor.Art","免费的在线生图与模型托管平台，可在线运行模型生成图片与视频、训练模型，并提供素材库、工作流与角色创作等分区，适合不想本地部署的玩家。","Free online image generation and model hosting — run hosted models to produce images and video, train your own, and browse assets, workflows and characters without local setup.","image-create","图像生成与编辑","Image Generation & Editing","https://tensor.art/","https://topxai.cn/ai/tensor-art","在线生图 / 模型托管 / 工作流","2617931"
"tongyi-wanxiang","通义万相","Tongyi Wanxiang","阿里巴巴通义旗下的 AI 创意创作平台，官方称提供文生图、图生图、文生视频、图生视频与图像编辑能力，万相 3.0 支持原生 30 秒时长与多素材参考生成，面向生产力场景。","Alibaba's Tongyi creative platform for text-to-image, image-to-image, text-to-video, image-to-video and image editing. Wanxiang 3.0 handles native 30-second clips and multi-reference generation.","image-create","图像生成与编辑","Image Generation & Editing","https://tongyi.aliyun.com/wan/","https://topxai.cn/ai/tongyi-wanxiang","文生图 / 文生视频 / 图像编辑","448312"
"tugaigai","图改改","图改改","图改改是专注图片改字的在线AI工具，点击图片中文字即可修改，官方称具备AI匹配字体、背景无痕复原与高精度OCR识别，还支持消除文字与图文翻译，平台字体与产出内容可免费商用。","","image-create","图像生成与编辑","Image Generation & Editing","https://tugaigai.com","https://topxai.cn/ai/tugaigai","图片改字 / AI修图 / OCR识别",""
"tusiart","吐司","Tusiart","在线生图的AI模型分享社区，汇集Checkpoint与LoRA等模型并支持一键运行，覆盖二次元、摄影、电商、插画等风格，同时收录视频生成模型，供创作者共用与协作。","Online image generation community sharing checkpoints and LoRAs with one-click running, spanning anime, photography, e-commerce and illustration, plus video models.","image-create","图像生成与编辑","Image Generation & Editing","https://tusiart.com/","https://topxai.cn/ai/tusiart","模型社区 / 在线生图 / LoRA",""
"whee","WHEE","WHEE","美图公司推出的AI视觉创作平台，支持文生图、图生图以及改图、扩图、消除、高清修复等能力，还可将图片转为视频，面向个人创作者与商业设计场景。","Meitu's AI visual creation platform with text-to-image, image-to-image, editing, outpainting, object removal and upscaling, plus image-to-video.","image-create","图像生成与编辑","Image Generation & Editing","https://www.whee.com/","https://topxai.cn/ai/whee","文生图 / AI修图 / 美图","33124"
"wuli-ai","呜哩","呜哩","呜哩AI是一站式AIGC创意平台，官方称支持文生图、文生视频等多模态AI创作，一站式使用业界顶尖模型，生成侧支持首尾帧、多图参考、视频编辑与1080p直出，并提供资产集中管理。","","image-create","图像生成与编辑","Image Generation & Editing","https://wuli.art","https://topxai.cn/ai/wuli-ai","AIGC / AI绘画 / AI视频",""
"capcut","CapCut","CapCut","剪映国际版 CapCut，覆盖移动端、桌面端与网页端的视频编辑平台，提供 AI 字幕、文生视频、智能模板与特效工具，配套海量创作模板，是全球头部短视频剪辑工具。","ByteDance's video editor for mobile, desktop and web, with auto captions, text-to-video, smart templates and effects — one of the most widely used short-video editors.","video","视频与动画","Video & Animation","https://www.capcut.com/","https://topxai.cn/ai/capcut","视频剪辑 / AI字幕 / 短视频模板","49084797"
"d-id","D-ID","D-ID","数字人平台 D-ID 提供视频生成与交互式 AI 虚拟人能力，最新推出 V4 表现型视觉智能体，支持实时、有情感反馈的对话体验，官网定位为领先的企业级数字人平台。","Digital human platform offering video generation and interactive AI avatars, with V4 expressive visual agents for real-time, emotionally responsive conversation.","video","视频与动画","Video & Animation","https://www.d-id.com/","https://topxai.cn/ai/d-id","数字人 / 交互式虚拟人 / AI视频生成","485645"
"descript","Descript","Descript","文本驱动的 AI 视频与音频编辑器：把视频转成文字稿，像改文档一样删除语句即完成剪辑，配合 AI 协作编辑器 Underlord，让播客与口播视频的剪辑效率大幅提升。","Text-driven video and audio editor: transcribe your footage and cut it by editing the transcript, with the Underlord AI co-editor speeding up podcasts and talking-head video.","video","视频与动画","Video & Animation","https://www.descript.com/","https://topxai.cn/ai/descript","文本剪辑 / 播客剪辑 / AI视频编辑","2818096"
"fliki","Fliki","Fliki","文字转视频工具，内置 2000+ AI 音色、覆盖 80+ 语言，把文本、脚本或博客文章快速转成带配音与画面的视频，官网强调无需出镜与剪辑技能，提供永久免费计划。","Text-to-video tool with 2000+ AI voices across 80+ languages, turning scripts, articles or blog posts into narrated videos — no camera or editing skills required.","video","视频与动画","Video & Animation","https://fliki.ai/","https://topxai.cn/ai/fliki","文字转视频 / AI配音 / 批量生产","820106"
"goenhance","GoEnhance AI","GoEnhance AI","一站式 AI 视频生成与增强平台，支持文生视频、图生视频、视频转动画风格、一致角色与口型同步等能力，官网标注已有超过 300 万创作者使用。","All-in-one AI video generation and enhancement platform supporting text-to-video, image-to-video, style transfer to animation, consistent characters and lip sync.","video","视频与动画","Video & Animation","https://www.goenhance.ai/","https://topxai.cn/ai/goenhance","视频风格化 / 图生视频 / 口型同步","479102"
"hailuo-ai","海螺AI","Hailuo AI","MiniMax 旗下 AI 助手与视频生成平台，依托自研视频模型提供文生视频与图生视频能力，动作流畅度与主体一致性表现突出，同时集成了智能问答与语音等通用 AI 功能。","MiniMax's assistant and video generation platform, with in-house models known for smooth motion and subject consistency, alongside general chat and voice features.","video","视频与动画","Video & Animation","https://hailuoai.com/","https://topxai.cn/ai/hailuo-ai","文生视频 / 图生视频 / MiniMax","782579"
"heygen","HeyGen","HeyGen","AI 数字人视频平台，几分钟生成以你为主角的真人级口播视频，主打 Avatar V 角色一致性，支持多角度拍摄、精准口型同步、情感表达与一键多语言翻译。","AI avatar video platform that produces studio-grade talking-head videos in minutes, with consistent avatars, multi-angle shooting, precise lip sync and one-click translation.","video","视频与动画","Video & Animation","https://www.heygen.com/","https://topxai.cn/ai/heygen","视频 / 数字人 / 口播","10040000"
"hidream-ai","智象未来","HiDream AI","智象未来推出的多模态生成平台，官方称自研基础模型覆盖文本、图像、视频与3D模态，提供企业级模型服务接口、营销内容生成与AI影视创作协作能力，面向影视与营销场景。","HiDream's multimodal generation platform spanning text, image, video and 3D models, with enterprise model APIs, marketing content generation and AI film collaboration.","video","视频与动画","Video & Animation","https://www.hidreamai.com/","https://topxai.cn/ai/hidream-ai","多模态生成 / AI影视 / 营销内容","21837"
"higgsfield","Higgsfield","Higgsfield","AI 原生创意套件，覆盖图像、视频与语音生成，以丰富的预设运镜与特效镜头（Effects、Motion Designer 等）见长，擅长把静态图变成电影感强、传播度高的动态画面。","AI-native creative suite for image, video and voice, best known for preset camera moves and effect shots that turn stills into cinematic, shareable motion.","video","视频与动画","Video & Animation","https://higgsfield.ai/","https://topxai.cn/ai/higgsfield","AI特效镜头 / 文生视频 / 创意套件","32138314"
"hunyuan-video","腾讯混元AI视频","Tencent Hunyuan Video","腾讯混元推出的文生视频能力，官方称其开源视频模型参数规模与性能居开源前列，支持文生视频、原生切镜与连续动作，并提供语音驱动的数字人形象与自动配音能力。","Tencent Hunyuan's video generation, whose open-source video models support text-to-video, native shot cuts and continuous motion, plus voice-driven avatars and auto dubbing.","video","视频与动画","Video & Animation","https://aivideo.hunyuan.tencent.com/","https://topxai.cn/ai/hunyuan-video","文生视频 / 数字人 / 开源模型",""
"invideo","InVideo","InVideo","面向创作者与团队的 AI 视频平台，主打 AI 智能体代剪辑：上传素材、描述需求即可完成粗剪，内置分镜、脚本、时间线与多人协作，适合营销类视频的规模化生产。","AI video platform where an agent handles the rough cut: upload footage, describe what you need, and use storyboards, scripts, timelines and team collaboration to scale marketing video.","video","视频与动画","Video & Animation","https://invideo.io/","https://topxai.cn/ai/invideo","AI视频创作 / 营销视频 / 在线剪辑","6490749"
